Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB588,H-CJ,0,1,0,,,,,0,0,0,Inc [HB712],1
HB589,H-HWI,0,0,0,,,,,0,0,0,DiC,0
HB599,H-PS,0,0,0,,,,,0,0,0,DiC,0
HB605,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB615,H-LC,0,1,0,,,,,0,0,0,Inc [HB395],1
HB619,H-T,0,0,0,,,,,0,0,0,DiC,0
HB621,H-LC;H-T,0,1,0,,,,,0,0,0,Inc [HB1442],1
HB623,H-CJ,1,0,1,S-J; S-FA,1,1,1,1,0,1,PiL,0
HB630,H-GL,1,0,1,S-R,0,0,0,0,0,0,DiC,0
HB635,H-T,0,1,0,,,,,0,0,0,Inc [HB983],1
HB683,H-E,0,0,0,,,,,0,0,0,DiC,0
HB710,H-E,0,0,0,,,,,0,0,0,DiC,0
HB718,H-E,0,0,0,,,,,0,0,0,DiC,1
HB729,H-F,1,0,1,S-FA,0,0,0,0,0,0,DiC,0
HB744,H-CJ,1,0,1,S-J; S-FA,1,1,0,1,0,1,PiL,0
HB756,H-GL,0,0,0,,,,,0,0,0,DiC,0
HB766,H-F,0,0,0,,,,,0,0,0,DiC,0
HB770,H-ACNR,0,0,0,,,,,0,0,0,DiC,0
HB782,H-PS,0,0,0,,,,,0,0,0,DiC,0
HB786,H-HWI,0,1,0,,,,,0,0,0,Inc [HB566],1
HB800,H-LC,1,0,1,S-CL,0,0,0,0,0,0,DiC,0
HB809,H-HWI;H-A,0,0,0,,,,,0,0,0,DiC,0
HB812,H-PS,1,0,1,S-J,1,1,1,1,0,1,PiL,0
HB848,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB856,H-PS,0,1,0,,,,,0,0,0,Inc [HB1004],1
HB865,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB896,H-GL;H-A,1,0,1,S-GLT; S-FA,1,1,1,1,1,1,PiL,0
HB900,H-PS,0,0,0,,,,,0,0,0,DiC,1
HB921,H-GL,1,0,1,S-GLT,1,1,0,1,0,1,PiL,0
HB945,H-GL,0,0,0,,,,,0,0,0,DiC,0
HB948,H-F,0,0,0,,,,,0,0,0,DiC,0
HB963,H-ACNR,0,0,0,,,,,0,0,0,DiC,0
HB995,H-CJ,1,0,1,S-J,1,1,0,1,0,1,PiL,0
HB996,H-CJ,0,0,0,,,,,0,0,0,DiC,1
SB8,S-CL; S-FA,1,0,1,H-LC;H-A,1,1,1,1,1,1,PiL,0
SB10,S-J,0,1,0,,,,,0,0,0,Inc [SB1],0
SB13,S-J,0,0,0,,,,,0,0,0,DiC,0
SB16,S-J,0,0,0,,,,,0,0,0,DiC,0
SB23,S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB26,S-FA,0,1,0,,,,,0,0,0,Inc [SB11],0
SB29,S-FA,1,0,1,H-A,0,0,0,0,0,0,DiC,0
SB43,S-PE,0,0,0,,,,,0,0,0,DiC,0
SB45,S-PE,0,1,0,,,,,0,0,0,Inc [SB111],0
SB46,S-PE,1,0,1,H-PE,0,0,0,0,0,0,DiC,0
SB47,S-R,0,1,0,,,,,0,0,0,Inc [SB41],0
SB56,S-PE,0,0,0,,,,,0,0,0,DiC,0
SB58,S-CL,0,1,0,,,,,0,0,0,Inc [SB9],0
SB70,S-J,1,0,1,H-PS,1,1,1,1,0,1,PiL,0
SB74,S-PE,0,0,0,,,,,0,0,0,DiC,0
SB78,S-CL,1,0,1,H-LC,1,1,0,1,0,1,PiL,0
SB88,S-J,0,0,0,,,,,0,0,0,DiC,0
SB90,S-J,0,0,0,,,,,0,0,0,DiC,0
SB95,S-CL,1,0,1,H-LC,1,1,1,1,0,1,PiL,0
SB102,S-GLT,0,1,0,,,,,0,0,0,Inc [SB36],0
SB108,S-R,0,0,0,,,,,0,0,0,DiC,0
SB113,S-PE,0,1,0,,,,,0,0,0,Inc [SB65],0
SB125,S-T,0,0,0,,,,,0,0,0,DiC,0
SB141,S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB151,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB166,S-PE,0,0,0,,,,,0,0,0,DiC,0
SB176,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB183,S-LG; S-LG,1,0,1,H-CCT,1,1,1,1,0,1,PiL,0
SB187,S-RSS; S-FA,1,0,1,H-HWI;H-A,0,0,0,0,0,0,DiC,0
SB197,S-J,0,0,0,,,,,0,0,0,DiC,0
SB205,S-PE,0,0,0,,,,,0,0,0,DiC,0
SB213,S-R,1,0,1,H-R,1,1,0,1,0,1,PiL,0
SB263,S-J,1,0,1,H-PS,1,1,1,1,0,1,PiL,0
SB285,S-J,0,0,0,,,,,0,0,0,DiC,0
SB311,S-ACNR,0,1,0,,,,,0,0,0,Inc [SB669],0
SB316,S-PE,1,0,1,H-PE;H-PE,1,1,1,1,1,1,PiL,0
SB322,S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB334,S-J,0,0,0,,,,,0,0,0,DiC,0
SB337,S-ACNR,0,0,0,,,,,0,0,0,DiC,0
SB341,S-GLT,1,0,1,H-GL,1,1,1,1,0,1,PiL,0
SB344,S-R,1,0,1,H-R,0,0,0,0,0,0,DiC,0
SB347,S-T,0,0,0,,,,,0,0,0,DiC,0
SB348,S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB374,S-GLT,0,1,0,,,,,0,0,0,Inc [SB36],0
SB387,S-GLT; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB409,S-ACNR,0,0,0,,,,,0,0,0,DiC,0
SB416,S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB419,S-LG,0,0,0,,,,,0,0,0,DiC,0
SB431,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB436,S-J; S-FA,1,0,1,H-PS;H-A,1,1,0,1,0,1,PiL,0
SB449,S-J,0,0,0,,,,,0,0,0,DiC,0
SB461,S-EH; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB508,S-GLT; S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB511,S-J; S-FA,1,0,1,H-CJ;H-A,1,1,1,1,0,1,PiL,0
SB514,S-J,0,1,0,,,,,0,0,0,Inc [SB1],0
SB533,S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB537,S-J,0,0,0,,,,,0,0,0,DiC,0
SB554,S-FA,0,1,0,,,,,0,0,0,Inc [SB1019],0
SB560,S-LG,0,1,0,,,,,0,0,0,Inc,0
SB571,S-J,1,0,1,H-CJ,0,0,0,0,0,0,DiC,0
SB588,S-LG; S-FA,1,0,1,H-F,1,1,1,1,1,1,PiL,0
SB599,S-R,0,0,0,,,,,0,0,0,DiC,0
SB615,S-J,0,1,0,,,,,0,0,0,Inc [SB35],0
SB621,S-ACNR,1,0,0,,,,,0,0,0,DiS,0
SB623,S-T,0,1,0,,,,,0,0,0,Inc [SB759],0
SB635,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB639,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB641,S-J,0,0,0,,,,,0,0,0,DiC,0
SB648,S-ACNR,0,0,0,,,,,0,0,0,DiC,0
SB664,S-T,1,0,1,H-T;H-LC,0,0,0,0,0,0,DiC,1
SB669,S-ACNR,0,0,0,,,,,0,0,0,DiC,0
SB729,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB743,S-GLT,0,1,0,,,,,0,0,0,Inc [SB36],0
SB744,S-FA,1,0,1,H-F;H-A,1,1,1,1,0,1,PiL,0
SB748,S-RSS,0,1,0,,,,,0,0,0,Inc [SB656],0
SB755,S-T,0,0,0,,,,,0,0,0,DiC,0
SB756,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB770,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB779,S-R; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB800,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB808,S-J,0,0,0,,,,,0,0,0,DiC,0
SB809,S-RSS; S-J,0,1,0,,,,,0,0,0,Inc [SB91],0
SB826,S-LG,1,0,1,H-CCT;H-GL,0,0,0,0,0,0,DiC,1
SB827,S-ACNR,0,1,0,,,,,0,0,0,Inc [SB918],0
SB834,S-LG,1,0,1,H-CCT,1,1,0,1,0,1,PiL,0
SB844,S-J,0,1,0,,,,,0,0,0,Inc [SB378],0
SB855,S-CL; S-FA,1,0,0,,,,,0,0,0,DiS,0
SB856,S-PE,1,0,1,H-PE;H-A,1,1,0,1,0,1,PiL,0
SB861,S-CL,1,0,1,H-LC,1,1,1,1,1,0,V,0
SB863,S-EH; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB865,S-T,0,1,0,,,,,0,0,0,Inc [SB356],0
SB884,S-EH,0,1,0,,,,,0,0,0,Inc [SB122],0
SB898,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB906,S-GLT; S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB921,S-FA,0,1,0,,,,,0,0,0,Inc [SB588],0
SB945,S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB947,S-J,0,0,0,,,,,0,0,0,DiC,0
SB950,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB989,S-FA,1,0,1,H-F,1,0,0,0,0,0,DiH,0
SB995,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,0
