Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB76,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB277,H-CJ,1,0,1,S-CJ,0,0,0,0,0,0,DiC,0
HB295,H-CCT,1,0,1,S-LG,0,0,0,0,0,0,DiC,0
HB338,H-R;H-A,1,0,1,S-EH,0,0,0,0,0,0,DiC,0
HB611,H-HWI,1,0,1,S-EH,0,0,0,0,0,0,DiC,0
HB676,H-E,1,0,1,S-EH,0,0,0,0,0,0,DiC,0
HB777,H-HWI;H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB896,H-T,0,0,0,,,,,0,0,0,DiC,1
HB998,H-CJ,1,0,1,S-CJ,0,0,0,0,0,0,DiC,0
HB1137,H-T,0,0,0,,,,,0,0,0,DiC,1
HB1210,H-PE,1,0,1,S-PE,0,0,0,0,0,0,DiC,0
HB1325,H-PE,1,0,1,S-PE,0,0,0,0,0,0,DiC,0
HB1584,H-CL,0,0,0,,,,,0,0,0,DiC,1
HB1612,H-ACNR,0,0,0,,,,,0,0,0,DiC,0
HB1616,H-CJ;H-MPP,0,0,0,,,,,0,0,0,DiC,1
HB1618,H-F;H-R,0,0,0,,,,,0,0,0,DiC,1
HB1619,H-E;H-A,0,0,0,,,,,0,0,0,DiC,0
HB1628,H-PE,0,0,0,,,,,0,0,0,DiC,0
HB1638,H-R,0,0,0,,,,,0,0,0,DiC,0
HB1641,H-PE,0,0,0,,,,,0,0,0,DiC,0
HB1650,H-GL,1,0,1,S-GLT,1,1,0,1,0,1,PiL,0
HB1651,H-R,0,0,0,,,,,0,0,0,DiC,0
HB1654,H-MPP,0,0,0,,,,,0,0,0,DiC,0
HB1656,H-E,1,0,1,S-CJ,1,1,0,1,0,1,PiL,0
HB1657,H-GL,1,0,1,S-RSS,1,1,0,1,0,1,PiL,0
HB1661,H-CL,1,0,1,S-CL; S-F,1,1,1,1,1,0,V,0
HB1667,H-CJ;H-A,0,0,0,,,,,0,0,0,DiC,0
HB1670,H-CCT,0,0,0,,,,,0,0,0,DiC,0
HB1672,H-F,0,0,0,,,,,0,0,0,DiC,0
HB1676,H-R,0,0,0,,,,,0,0,0,DiC,0
HB1680,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB1685,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB1687,H-CJ;H-CL,0,0,0,,,,,0,0,0,DiC,1
HB1688,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB1694,H-A,0,0,0,,,,,0,0,0,DiC,0
HB1695,H-T;H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB1699,H-PE,0,0,0,,,,,0,0,0,DiC,0
HB1705,H-T,0,0,0,,,,,0,0,0,DiC,0
HB1721,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB1722,H-R;H-F,1,0,1,S-F,1,1,1,1,0,1,PiL,1
HB1724,H-E;H-A,0,0,0,,,,,0,0,0,DiC,0
HB1726,H-PE,0,0,0,,,,,0,0,0,DiC,0
HB1744,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB1745,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB1752,H-E,1,0,1,S-EH,0,0,0,0,0,0,DiC,0
HB1755,H-CL,0,0,0,,,,,0,0,0,DiC,0
HB1758,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB1761,H-MPP,0,0,0,,,,,0,0,0,DiC,0
HB1763,H-CJ;H-MPP,0,0,0,,,,,0,0,0,DiC,1
HB1768,H-T,1,0,1,S-T,1,1,0,1,0,1,PiL,0
HB1769,H-ACNR,0,0,0,,,,,0,0,0,DiC,0
HB1778,H-F,1,0,0,,,,,0,0,0,DiH,0
HB1782,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB1784,H-GL,0,0,0,,,,,0,0,0,DiC,0
HB1785,H-ACNR,0,0,0,,,,,0,0,0,DiC,0
HB1789,H-CL,0,0,0,,,,,0,0,0,DiC,0
HB1792,H-CL,0,0,0,,,,,0,0,0,DiC,0
HB1794,H-PE,0,0,0,,,,,0,0,0,DiC,0
HB1796,H-GL,0,0,0,,,,,0,0,0,DiC,0
HB1806,H-R;H-CL,0,0,0,,,,,0,0,0,DiC,1
HB1821,H-GL,0,0,0,,,,,0,0,0,DiC,0
HB1823,H-R,0,0,0,,,,,0,0,0,DiC,0
HB1825,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB1831,H-E,0,0,0,,,,,0,0,0,DiC,0
HB1834,H-CJ,0,0,0,,,,,0,0,0,DiC,0
HB1843,H-T,0,0,0,,,,,0,0,0,DiC,0
HB1844,H-E,0,0,0,,,,,0,0,0,DiC,0
HB1846,H-T,0,0,0,,,,,0,0,0,DiC,0
HB1850,H-CL,0,0,0,,,,,0,0,0,DiC,0
HB1851,H-R,0,0,0,,,,,0,0,0,DiC,0
HB1854,H-R,0,0,0,,,,,0,0,0,DiC,0
HB1855,H-GL;H-R,0,0,0,,,,,0,0,0,DiC,1
HB1857,H-A,0,0,0,,,,,0,0,0,DiC,0
