Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB55,H-T,1,0,1,S-T;S-F,1,1,0,1,0,1,PIL,0
HB59,H-T;H-GL,0,0,0,,,,,,,,DIC,1
HB73,H-T,1,0,1,S-T;S-F,1,1,0,1,0,1,PIL,0
HB103,H-T,0,0,0,,,,,,,,DIC,1
HB114,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB115,H-CJ,0,0,0,,,,,,,,DIC,0
HB116,H-CJ,0,0,0,,,,,,,,DIC,0
HB177,H-CJ,0,0,0,,,,,,,,DIC,0
HB180,H-CJ,0,0,0,,,,,,,,DIC,0
HB181,H-CJ,1,0,1,S-CJ,1,0,1,0,0,0,DIH,0
HB207,H-T,0,0,0,,,,,,,,DIC,0
HB214,H-T,1,0,1,S-T;S-F,1,1,1,1,0,1,PIL,0
HB219,H-CJ,0,0,0,,,,,,,,DIC,0
HB236,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB308,H-T,0,0,0,,,,,,,,DIC,0
HB346,H-ACNR,1,0,1,S-ACNR,1,1,1,1,0,1,PIL,0
HB352,H-CL,0,0,0,,,,,,,,DIC,1
HB387,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB426,H-CJ,0,0,0,,,,,,,,DIC,0
HB428,H-T,0,0,0,,,,,,,,DIC,0
HB446,H-CJ,0,0,0,,,,,,,,DIC,0
HB455,H-T,0,0,0,,,,,,,,DIC,0
HB464,H-T,0,0,0,,,,,,,,DIC,0
HB475,H-T,0,0,0,,,,,,,,DIC,0
HB492,H-CJ,0,0,0,,,,,,,,DIC,0
HB505,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB506,H-CJ,0,0,0,,,,,,,,DIC,0
HB510,H-CJ,0,0,0,,,,,,,,DIC,0
HB580,H-T,0,0,0,,,,,,,,DIC,0
HB605,H-CCT,0,0,0,,,,,,,,DIC,1
HB612,H-CJ,0,0,0,,,,,,,,DIC,0
HB627,H-T,1,0,1,S-T,1,1,1,1,0,1,PIL,0
HB662,H-R,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB668,H-R,0,0,0,,,,,,,,DIC,0
HB672,H-T;H-CJ,1,0,1,S-T;S-CJ,0,0,,,,,DIC,1
HB684,H-T,1,0,1,S-T;S-F,1,1,0,1,0,1,PIL,0
HB708,H-T,1,0,1,S-T,1,1,1,1,0,1,PIL,0
HB734,H-PE,1,0,1,S-PE;S-F,0,0,,,,,DIC,0
HB776,H-T,1,0,1,S-T,1,1,0,1,0,1,PIL,0
HB800,H-T,1,0,1,S-T,1,1,1,1,0,1,PIL,0
HB811,H-T,0,0,0,,,,,,,,DIC,0
HB922,H-GL,1,0,1,S-T;S-CL,1,1,1,1,0,1,PIL,0
HB955,H-T,1,0,1,S-T,1,1,1,1,0,1,PIL,0
HB1011,H-T,0,0,0,,,,,,,,DIC,0
HB1012,H-T,0,0,0,,,,,,,,DIC,1
HB1021,H-T;H-MPP,0,0,0,,,,,,,,DIC,0
HB1256,H-T;H-A,0,0,0,,,,,,,,DIC,1
HB1272,H-T,0,0,0,,,,,,,,DIC,0
HB1284,H-T;H-A,0,0,0,,,,,,,,DIC,1
HB1289,H-T,0,0,0,,,,,,,,DIC,0
HB1291,H-T;H-A,0,0,0,,,,,,,,DIC,1
HB1292,H-T,0,0,0,,,,,,,,DIC,0
