Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB430,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB442,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB614,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB332,H-E; H-A,1,0,1,S-EH,0,0,0,0,0,0,DiC,0
HB947,H-F,0,0,0,,,,,0,0,0,DiC,1
HB956,H-CTI,0,0,0,,,,,0,0,0,DiC,1
HB188,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB360,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB403,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB73,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB294,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB970,H-T,0,0,0,,,,,0,0,0,DiC,1
HB148,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB531,H-F,0,0,0,,,,,0,0,0,DiC,1
HB869,H-CJ,1,0,1,S-J,0,0,0,0,0,0,DiC,0
HB883,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB293,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB848,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB884,H-CTI,0,0,0,,,,,0,0,0,DiC,1
HB7,H-GL,1,0,1,S-GLT,0,0,0,0,0,0,DiC,0
HB320,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB579,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB215,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB109,H-E,0,0,0,,,,,0,0,0,DiC,1
HB952,H-CTI,0,0,0,,,,,0,0,0,DiC,1
HB69,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB203,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB295,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB805,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB339,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB435,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB49,H-E; H-A,0,0,0,,,,,0,0,0,DiC,1
HB229,H-E,0,0,0,,,,,0,0,0,DiC,1
HB762,H-GL; H-E; H-A,0,0,0,,,,,0,0,0,DiC,1
HB84,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB960,H-F,0,0,0,,,,,0,0,0,DiC,1
HB892,H-F,0,0,0,,,,,0,0,0,DiC,1
HB712,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB50,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB871,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB602,H-GL; H-A,0,0,0,,,,,0,0,0,DiC,1
HB182,H-R,0,0,0,,,,,0,0,0,DiC,1
HB521,H-F,0,0,0,,,,,0,0,0,DiC,1
HB739,H-F,0,0,0,,,,,0,0,0,DiC,1
HB254,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB98,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB177,H-PE,1,0,1,S-PE,0,0,0,0,0,0,DiC,0
HB269,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB346,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB996,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB92,H-R,0,0,0,,,,,0,0,0,DiC,1
HB954,H-CTI,0,0,0,,,,,0,0,0,DiC,1
HB384,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB76,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB672,H-CCT,1,0,1,S-ACNR,0,0,0,0,0,0,DiC,0
HB523,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB959,H-CJ; H-LC,0,0,0,,,,,0,0,0,DiC,1
HB647,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB547,H-ACNR; H-LC,1,0,1,S-ACNR; S-FA,0,0,0,0,0,0,DiC,1
HB93,H-F,0,0,0,,,,,0,0,0,DiC,1
HB736,H-F,0,0,0,,,,,0,0,0,DiC,1
HB333,H-LC,1,0,1,S-CL,0,0,0,0,0,0,DiC,0
HB955,H-CTI,0,0,0,,,,,0,0,0,DiC,1
HB124,H-R; H-A,0,0,0,,,,,0,0,0,DiC,1
HB127,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB845,H-GL; H-PS; H-A,1,0,1,S-T,0,0,0,0,0,0,DiC,1
HB765,H-CCT; H-GL,0,0,0,,,,,0,0,0,DiC,1
HB734,H-F,1,0,1,S-FA,0,0,0,0,0,0,DiC,0
HB503,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB707,H-CCT,1,0,1,S-LG,0,0,0,0,0,0,DiC,0
HB323,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB893,H-CCT,0,0,0,,,,,0,0,0,DiC,1
HB476,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB776,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB251,H-CJ,1,0,1,S-J,0,0,0,0,0,0,DiC,0
HB526,H-LC; HWI,0,0,0,,,,,0,0,0,DiC,1
HB694,H-E,0,0,0,,,,,0,0,0,DiC,1
HB796,H-F,0,0,0,,,,,0,0,0,DiC,1
HB11,H-GL; H-GL,0,0,0,,,,,0,0,0,DiC,0
HB87,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB559,H-CCT; H-F,0,0,0,,,,,0,0,0,DiC,1
HB267,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB59,H-LC,0,0,0,,,,,0,0,0,DiC,1
HB705,H-ACNR,0,0,0,,,,,0,0,0,DiC,1
HB291,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB876,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB397,H-E,0,0,0,,,,,0,0,0,DiC,1
HB31,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB252,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB610,H-CJ,1,0,1,S-J,0,0,0,0,0,0,DiC,0
HB673,H-CJ,1,0,1,S-J,0,0,0,0,0,0,DiC,0
HB747,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB634,H-E; H-A,1,0,1,S-EH,0,0,0,0,0,0,DiC,0
HB915,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB367,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB473,H-CTI,0,0,0,,,,,0,0,0,DiC,1
HB584,H-HWI; H-GL,0,0,0,,,,,0,0,0,DiC,1
HB702,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB652,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB961,H-PS,1,0,1,S-J,0,0,0,0,0,0,DiC,0
SB166,S-PE,0,0,0,,,,,0,0,0,DiC,0
SB947,S-J,0,0,0,,,,,0,0,0,DiC,0
SB637,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB387,S-GLT; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB854,S-ACNR; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB191,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB274,S-EH; S-CL,0,0,0,,,,,0,0,0,DiC,0
SB150,S-R,0,0,0,,,,,0,0,0,DiC,0
SB626,S-ACNR,0,0,0,,,,,0,0,0,DiC,0
SB148,S-J,1,0,1,H-CJ,0,0,0,0,0,0,DiC,1
SB456,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB785,S-CL,0,0,0,,,,,0,0,0,DiC,0
SB681,S-J; S-FA,1,0,1,H-CJ,0,0,0,0,0,0,DiC,1
SB362,S-GLT; S-FA,1,0,1,H-GL,0,0,0,0,0,0,DiC,1
SB510,S-ACNR; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB550,S-J,0,0,0,,,,,0,0,0,DiC,0
SB27,S-CL,0,0,0,,,,,0,0,0,DiC,0
SB420,S-EH,1,0,1,H-HWI; H-E,0,0,0,0,0,0,DiC,1
SB606,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB285,S-J,0,0,0,,,,,0,0,0,DiC,0
SB427,S-CL,0,0,0,,,,,0,0,0,DiC,0
SB669,S-ACNR,0,0,0,,,,,0,0,0,DiC,0
SB569,S-EH; S-FA,1,0,1,H-HWI,0,0,0,0,0,0,DiC,1
SB13,S-J,0,0,0,,,,,0,0,0,DiC,0
SB446,S-PE; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB624,S-RSS; S-FA,1,0,1,H-CJ,0,0,0,0,0,0,DiC,1
SB808,S-J,0,0,0,,,,,0,0,0,DiC,0
SB295,S-CL,0,0,0,,,,,0,0,0,DiC,0
SB965,S-FA,0,0,0,,,,,0,0,0,DiC,0
SB805,S-J,1,0,1,H-CJ,0,0,0,0,0,0,DiC,1
SB906,S-GLT; S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB536,S-CL; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB327,S-EH; S-FA,0,0,0,,,,,0,0,0,DiC,0
SB411,S-CL,0,0,0,,,,,0,0,0,DiC,0
